,Series_Reference,Period,Data_Value,Status Code,Type,Group,Description
1047,CPIQ.SE909600PCCP,2024.03,10.6,FINAL,Percentage contribution quarterly,Class,Accommodation services
1048,CPIQ.SE909600PPCA,2024.03,0.18,FINAL,Percentage points contribution annual,Class,Accommodation services
1049,CPIQ.SE909600PPCP,2024.03,0.064,FINAL,Percentage points contribution quarterly,Class,Accommodation services
1050,CPIQ.SE909601,2024.03,1931.0,FINAL,Main CPI,Class,Domestic accommodation services
1051,CPIQ.SE909602,2024.03,1562.0,FINAL,Main CPI,Class,Overseas accommodation prepaid in New Zealand
1052,CPIQ.SE9096IPCA,2024.03,3.39,FINAL,Index point contribution annual,Subgroup,Accommodation services
1053,CPIQ.SE9096IPCP,2024.03,2.4,FINAL,Index point contribution quarterly,Subgroup,Accommodation services
1054,CPIQ.SE9096PCCA,2024.03,6.9,FINAL,Percentage contribution annual,Subgroup,Accommodation services
1055,CPIQ.SE9096PCCP,2024.03,30.1,FINAL,Percentage contribution quarterly,Subgroup,Accommodation services
1056,CPIQ.SE9096PPCA,2024.03,0.276,FINAL,Percentage points contribution annual,Subgroup,Accommodation services
1057,CPIQ.SE9096PPCP,2024.03,0.181,FINAL,Percentage points contribution quarterly,Subgroup,Accommodation services
1058,CPIQ.SE909IPCA,2024.03,6.4,FINAL,Index point contribution annual,Group,Recreation and culture
1059,CPIQ.SE909IPCP,2024.03,2.88,FINAL,Index point contribution quarterly,Group,Recreation and culture
1060,CPIQ.SE909PCCA,2024.03,13.0,FINAL,Percentage contribution annual,Group,Recreation and culture
1061,CPIQ.SE909PCCP,2024.03,36.2,FINAL,Percentage contribution quarterly,Group,Recreation and culture
1062,CPIQ.SE909PPCA,2024.03,0.521,FINAL,Percentage points contribution annual,Group,Recreation and culture
1063,CPIQ.SE909PPCP,2024.03,0.217,FINAL,Percentage points contribution quarterly,Group,Recreation and culture
1064,CPIQ.SE910,2024.03,1119.0,FINAL,Main CPI,Group,Education
1065,CPIQ.SE9101,2024.03,1192.0,FINAL,Main CPI,Subgroup,Early childhood education
1066,CPIQ.SE910100,2024.03,1192.0,FINAL,Main CPI,Class,Early childhood education
1067,CPIQ.SE910100IPCA,2024.03,0.24,FINAL,Index point contribution annual,Class,Early childhood education
1068,CPIQ.SE910100IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Early childhood education
1069,CPIQ.SE910100PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Early childhood education
1070,CPIQ.SE910100PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Early childhood education
1071,CPIQ.SE910100PPCA,2024.03,0.02,FINAL,Percentage points contribution annual,Class,Early childhood education
1072,CPIQ.SE910100PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Early childhood education
1073,CPIQ.SE9101IPCA,2024.03,0.24,FINAL,Index point contribution annual,Subgroup,Early childhood education
1074,CPIQ.SE9101IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Subgroup,Early childhood education
1075,CPIQ.SE9101PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Subgroup,Early childhood education
1076,CPIQ.SE9101PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Subgroup,Early childhood education
1077,CPIQ.SE9101PPCA,2024.03,0.02,FINAL,Percentage points contribution annual,Subgroup,Early childhood education
1078,CPIQ.SE9101PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Subgroup,Early childhood education
1079,CPIQ.SE9102,2024.03,1247.0,FINAL,Main CPI,Subgroup,Primary and secondary education
1080,CPIQ.SE910200,2024.03,1247.0,FINAL,Main CPI,Class,Primary and secondary education
1081,CPIQ.SE910200IPCA,2024.03,0.42,FINAL,Index point contribution annual,Class,Primary and secondary education
1082,CPIQ.SE910200IPCP,2024.03,0.42,FINAL,Index point contribution quarterly,Class,Primary and secondary education
1083,CPIQ.SE910200PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Class,Primary and secondary education
1084,CPIQ.SE910200PCCP,2024.03,5.3,FINAL,Percentage contribution quarterly,Class,Primary and secondary education
1085,CPIQ.SE910200PPCA,2024.03,0.035,FINAL,Percentage points contribution annual,Class,Primary and secondary education
1086,CPIQ.SE910200PPCP,2024.03,0.032,FINAL,Percentage points contribution quarterly,Class,Primary and secondary education
1087,CPIQ.SE9102IPCA,2024.03,0.42,FINAL,Index point contribution annual,Subgroup,Primary and secondary education
1088,CPIQ.SE9102IPCP,2024.03,0.42,FINAL,Index point contribution quarterly,Subgroup,Primary and secondary education
1089,CPIQ.SE9102PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Subgroup,Primary and secondary education
1090,CPIQ.SE9102PCCP,2024.03,5.3,FINAL,Percentage contribution quarterly,Subgroup,Primary and secondary education
1091,CPIQ.SE9102PPCA,2024.03,0.035,FINAL,Percentage points contribution annual,Subgroup,Primary and secondary education
1092,CPIQ.SE9102PPCP,2024.03,0.032,FINAL,Percentage points contribution quarterly,Subgroup,Primary and secondary education
1093,CPIQ.SE9103,2024.03,983.0,FINAL,Main CPI,Subgroup,Tertiary and other post school education
1094,CPIQ.SE910300,2024.03,983.0,FINAL,Main CPI,Class,Tertiary and other post school education
1095,CPIQ.SE910300IPCA,2024.03,0.35,FINAL,Index point contribution annual,Class,Tertiary and other post school education
1096,CPIQ.SE910300IPCP,2024.03,0.35,FINAL,Index point contribution quarterly,Class,Tertiary and other post school education
1097,CPIQ.SE910300PCCA,2024.03,0.7,FINAL,Percentage contribution annual,Class,Tertiary and other post school education
1098,CPIQ.SE910300PCCP,2024.03,4.4,FINAL,Percentage contribution quarterly,Class,Tertiary and other post school education
1099,CPIQ.SE910300PPCA,2024.03,0.028,FINAL,Percentage points contribution annual,Class,Tertiary and other post school education
1100,CPIQ.SE910300PPCP,2024.03,0.026,FINAL,Percentage points contribution quarterly,Class,Tertiary and other post school education
1101,CPIQ.SE9103IPCA,2024.03,0.35,FINAL,Index point contribution annual,Subgroup,Tertiary and other post school education
1102,CPIQ.SE9103IPCP,2024.03,0.35,FINAL,Index point contribution quarterly,Subgroup,Tertiary and other post school education
1103,CPIQ.SE9103PCCA,2024.03,0.7,FINAL,Percentage contribution annual,Subgroup,Tertiary and other post school education
1104,CPIQ.SE9103PCCP,2024.03,4.4,FINAL,Percentage contribution quarterly,Subgroup,Tertiary and other post school education
1105,CPIQ.SE9103PPCA,2024.03,0.028,FINAL,Percentage points contribution annual,Subgroup,Tertiary and other post school education
1106,CPIQ.SE9103PPCP,2024.03,0.026,FINAL,Percentage points contribution quarterly,Subgroup,Tertiary and other post school education
1107,CPIQ.SE9104,2024.03,1169.0,FINAL,Main CPI,Subgroup,Other educational fees
1108,CPIQ.SE910400,2024.03,1169.0,FINAL,Main CPI,Class,Other educational fees
1109,CPIQ.SE910400IPCA,2024.03,0.01,FINAL,Index point contribution annual,Class,Other educational fees
1110,CPIQ.SE910400IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,Other educational fees
1111,CPIQ.SE910400PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Other educational fees
1112,CPIQ.SE910400PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Class,Other educational fees
1113,CPIQ.SE910400PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Other educational fees
1114,CPIQ.SE910400PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,Other educational fees
1115,CPIQ.SE9104IPCA,2024.03,0.01,FINAL,Index point contribution annual,Subgroup,Other educational fees
1116,CPIQ.SE9104IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Subgroup,Other educational fees
1117,CPIQ.SE9104PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Subgroup,Other educational fees
1118,CPIQ.SE9104PCCP,2024.03,0.1,FINAL,Percentage contribution quarterly,Subgroup,Other educational fees
1119,CPIQ.SE9104PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Subgroup,Other educational fees
1120,CPIQ.SE9104PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Subgroup,Other educational fees
1121,CPIQ.SE910IPCA,2024.03,1.02,FINAL,Index point contribution annual,Group,Education
1122,CPIQ.SE910IPCP,2024.03,0.78,FINAL,Index point contribution quarterly,Group,Education
1123,CPIQ.SE910PCCA,2024.03,2.1,FINAL,Percentage contribution annual,Group,Education
1124,CPIQ.SE910PCCP,2024.03,9.8,FINAL,Percentage contribution quarterly,Group,Education
1125,CPIQ.SE910PPCA,2024.03,0.083,FINAL,Percentage points contribution annual,Group,Education
1126,CPIQ.SE910PPCP,2024.03,0.059,FINAL,Percentage points contribution quarterly,Group,Education
1127,CPIQ.SE911,2024.03,1280.0,FINAL,Main CPI,Group,Miscellaneous goods and services
1128,CPIQ.SE9111,2024.03,1189.0,FINAL,Main CPI,Subgroup,Personal care
1129,CPIQ.SE911101,2024.03,1276.0,FINAL,Main CPI,Class,Hairdressing and personal grooming services
1130,CPIQ.SE911101IPCA,2024.03,0.41,FINAL,Index point contribution annual,Class,Hairdressing and personal grooming services
1131,CPIQ.SE911101IPCP,2024.03,0.09,FINAL,Index point contribution quarterly,Class,Hairdressing and personal grooming services
1132,CPIQ.SE911101PCCA,2024.03,0.8,FINAL,Percentage contribution annual,Class,Hairdressing and personal grooming services
1133,CPIQ.SE911101PCCP,2024.03,1.1,FINAL,Percentage contribution quarterly,Class,Hairdressing and personal grooming services
1134,CPIQ.SE911101PPCA,2024.03,0.033,FINAL,Percentage points contribution annual,Class,Hairdressing and personal grooming services
1135,CPIQ.SE911101PPCP,2024.03,0.007,FINAL,Percentage points contribution quarterly,Class,Hairdressing and personal grooming services
1136,CPIQ.SE911102,2024.03,965.0,FINAL,Main CPI,Class,Electrical appliances for personal care
1137,CPIQ.SE911102IPCA,2024.03,0.05,FINAL,Index point contribution annual,Class,Electrical appliances for personal care
1138,CPIQ.SE911102IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Electrical appliances for personal care
1139,CPIQ.SE911102PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Electrical appliances for personal care
1140,CPIQ.SE911102PCCP,2024.03,-0.3,FINAL,Percentage contribution quarterly,Class,Electrical appliances for personal care
1141,CPIQ.SE911102PPCA,2024.03,0.004,FINAL,Percentage points contribution annual,Class,Electrical appliances for personal care
1142,CPIQ.SE911102PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Class,Electrical appliances for personal care
1143,CPIQ.SE911103,2024.03,1138.0,FINAL,Main CPI,Class,"Other appliances, articles and products for person"
1144,CPIQ.SE911103IPCA,2024.03,-0.04,FINAL,Index point contribution annual,Class,"Other appliances, articles and products for person"
1145,CPIQ.SE911103IPCP,2024.03,0.01,FINAL,Index point contribution quarterly,Class,"Other appliances, articles and products for person"
1146,CPIQ.SE911103PCCA,2024.03,-0.1,FINAL,Percentage contribution annual,Class,"Other appliances, articles and products for person"
1147,CPIQ.SE911103PCCP,2024.03,0.2,FINAL,Percentage contribution quarterly,Class,"Other appliances, articles and products for person"
1148,CPIQ.SE911103PPCA,2024.03,-0.003,FINAL,Percentage points contribution annual,Class,"Other appliances, articles and products for person"
1149,CPIQ.SE911103PPCP,2024.03,0.001,FINAL,Percentage points contribution quarterly,Class,"Other appliances, articles and products for person"
1150,CPIQ.SE9111IPCA,2024.03,0.43,FINAL,Index point contribution annual,Subgroup,Personal care
1151,CPIQ.SE9111IPCP,2024.03,0.08,FINAL,Index point contribution quarterly,Subgroup,Personal care
1152,CPIQ.SE9111PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Subgroup,Personal care
1153,CPIQ.SE9111PCCP,2024.03,1.0,FINAL,Percentage contribution quarterly,Subgroup,Personal care
1154,CPIQ.SE9111PPCA,2024.03,0.035,FINAL,Percentage points contribution annual,Subgroup,Personal care
1155,CPIQ.SE9111PPCP,2024.03,0.006,FINAL,Percentage points contribution quarterly,Subgroup,Personal care
1156,CPIQ.SE9113,2024.03,1165.0,FINAL,Main CPI,Subgroup,Personal effects
1157,CPIQ.SE911301,2024.03,1307.0,FINAL,Main CPI,Class,Jewellery and watches
1158,CPIQ.SE911301IPCA,2024.03,0.12,FINAL,Index point contribution annual,Class,Jewellery and watches
1159,CPIQ.SE911301IPCP,2024.03,0.05,FINAL,Index point contribution quarterly,Class,Jewellery and watches
1160,CPIQ.SE911301PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Jewellery and watches
1161,CPIQ.SE911301PCCP,2024.03,0.7,FINAL,Percentage contribution quarterly,Class,Jewellery and watches
1162,CPIQ.SE911301PPCA,2024.03,0.01,FINAL,Percentage points contribution annual,Class,Jewellery and watches
1163,CPIQ.SE911301PPCP,2024.03,0.004,FINAL,Percentage points contribution quarterly,Class,Jewellery and watches
1164,CPIQ.SE911302,2024.03,991.0,FINAL,Main CPI,Class,Other personal effects
1165,CPIQ.SE911302IPCA,2024.03,0.01,FINAL,Index point contribution annual,Class,Other personal effects
1166,CPIQ.SE911302IPCP,2024.03,-0.02,FINAL,Index point contribution quarterly,Class,Other personal effects
1167,CPIQ.SE911302PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Other personal effects
1168,CPIQ.SE911302PCCP,2024.03,-0.3,FINAL,Percentage contribution quarterly,Class,Other personal effects
1169,CPIQ.SE911302PPCA,2024.03,0.001,FINAL,Percentage points contribution annual,Class,Other personal effects
1170,CPIQ.SE911302PPCP,2024.03,-0.002,FINAL,Percentage points contribution quarterly,Class,Other personal effects
1171,CPIQ.SE9113IPCA,2024.03,0.13,FINAL,Index point contribution annual,Subgroup,Personal effects
1172,CPIQ.SE9113IPCP,2024.03,0.03,FINAL,Index point contribution quarterly,Subgroup,Personal effects
1173,CPIQ.SE9113PCCA,2024.03,0.3,FINAL,Percentage contribution annual,Subgroup,Personal effects
1174,CPIQ.SE9113PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Subgroup,Personal effects
1175,CPIQ.SE9113PPCA,2024.03,0.01,FINAL,Percentage points contribution annual,Subgroup,Personal effects
1176,CPIQ.SE9113PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Subgroup,Personal effects
1177,CPIQ.SE9114,2024.03,1411.0,FINAL,Main CPI,Subgroup,Insurance
1178,CPIQ.SE911401,2024.03,1053.0,FINAL,Main CPI,Class,Life insurance
1179,CPIQ.SE911401IPCA,2024.03,-0.04,FINAL,Index point contribution annual,Class,Life insurance
1180,CPIQ.SE911401IPCP,2024.03,-0.05,FINAL,Index point contribution quarterly,Class,Life insurance
1181,CPIQ.SE911401PCCA,2024.03,-0.1,FINAL,Percentage contribution annual,Class,Life insurance
1182,CPIQ.SE911401PCCP,2024.03,-0.6,FINAL,Percentage contribution quarterly,Class,Life insurance
1183,CPIQ.SE911401PPCA,2024.03,-0.003,FINAL,Percentage points contribution annual,Class,Life insurance
1184,CPIQ.SE911401PPCP,2024.03,-0.003,FINAL,Percentage points contribution quarterly,Class,Life insurance
1185,CPIQ.SE911402,2024.03,1819.0,FINAL,Main CPI,Class,Dwelling insurance
1186,CPIQ.SE911402IPCA,2024.03,2.14,FINAL,Index point contribution annual,Class,Dwelling insurance
1187,CPIQ.SE911402IPCP,2024.03,0.59,FINAL,Index point contribution quarterly,Class,Dwelling insurance
1188,CPIQ.SE911402PCCA,2024.03,4.4,FINAL,Percentage contribution annual,Class,Dwelling insurance
1189,CPIQ.SE911402PCCP,2024.03,7.4,FINAL,Percentage contribution quarterly,Class,Dwelling insurance
1190,CPIQ.SE911402PPCA,2024.03,0.174,FINAL,Percentage points contribution annual,Class,Dwelling insurance
1191,CPIQ.SE911402PPCP,2024.03,0.045,FINAL,Percentage points contribution quarterly,Class,Dwelling insurance
1192,CPIQ.SE911403,2024.03,1663.0,FINAL,Main CPI,Class,Contents insurance
1193,CPIQ.SE911403IPCA,2024.03,0.8,FINAL,Index point contribution annual,Class,Contents insurance
1194,CPIQ.SE911403IPCP,2024.03,0.22,FINAL,Index point contribution quarterly,Class,Contents insurance
1195,CPIQ.SE911403PCCA,2024.03,1.6,FINAL,Percentage contribution annual,Class,Contents insurance
1196,CPIQ.SE911403PCCP,2024.03,2.8,FINAL,Percentage contribution quarterly,Class,Contents insurance
1197,CPIQ.SE911403PPCA,2024.03,0.065,FINAL,Percentage points contribution annual,Class,Contents insurance
1198,CPIQ.SE911403PPCP,2024.03,0.017,FINAL,Percentage points contribution quarterly,Class,Contents insurance
1199,CPIQ.SE911404,2024.03,1539.0,FINAL,Main CPI,Class,Health insurance
1200,CPIQ.SE911404IPCA,2024.03,0.23,FINAL,Index point contribution annual,Class,Health insurance
1201,CPIQ.SE911404IPCP,2024.03,0.07,FINAL,Index point contribution quarterly,Class,Health insurance
1202,CPIQ.SE911404PCCA,2024.03,0.5,FINAL,Percentage contribution annual,Class,Health insurance
1203,CPIQ.SE911404PCCP,2024.03,0.9,FINAL,Percentage contribution quarterly,Class,Health insurance
1204,CPIQ.SE911404PPCA,2024.03,0.018,FINAL,Percentage points contribution annual,Class,Health insurance
1205,CPIQ.SE911404PPCP,2024.03,0.005,FINAL,Percentage points contribution quarterly,Class,Health insurance
1206,CPIQ.SE911405,2024.03,1604.0,FINAL,Main CPI,Class,Vehicle insurance
1207,CPIQ.SE911405IPCA,2024.03,1.73,FINAL,Index point contribution annual,Class,Vehicle insurance
1208,CPIQ.SE911405IPCP,2024.03,0.54,FINAL,Index point contribution quarterly,Class,Vehicle insurance
1209,CPIQ.SE911405PCCA,2024.03,3.5,FINAL,Percentage contribution annual,Class,Vehicle insurance
1210,CPIQ.SE911405PCCP,2024.03,6.8,FINAL,Percentage contribution quarterly,Class,Vehicle insurance
1211,CPIQ.SE911405PPCA,2024.03,0.141,FINAL,Percentage points contribution annual,Class,Vehicle insurance
1212,CPIQ.SE911405PPCP,2024.03,0.041,FINAL,Percentage points contribution quarterly,Class,Vehicle insurance
1213,CPIQ.SE9114IPCA,2024.03,4.85,FINAL,Index point contribution annual,Subgroup,Insurance
1214,CPIQ.SE9114IPCP,2024.03,1.37,FINAL,Index point contribution quarterly,Subgroup,Insurance
1215,CPIQ.SE9114PCCA,2024.03,9.9,FINAL,Percentage contribution annual,Subgroup,Insurance
1216,CPIQ.SE9114PCCP,2024.03,17.3,FINAL,Percentage contribution quarterly,Subgroup,Insurance
1217,CPIQ.SE9114PPCA,2024.03,0.395,FINAL,Percentage points contribution annual,Subgroup,Insurance
1218,CPIQ.SE9114PPCP,2024.03,0.104,FINAL,Percentage points contribution quarterly,Subgroup,Insurance
1219,CPIQ.SE9115,2024.03,776.0,FINAL,Main CPI,Subgroup,Credit services
1220,CPIQ.SE911501,2024.03,776.0,FINAL,Main CPI,Class,Direct credit service charges
1221,CPIQ.SE911501IPCA,2024.03,0.0,FINAL,Index point contribution annual,Class,Direct credit service charges
1222,CPIQ.SE911501IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Direct credit service charges
1223,CPIQ.SE911501PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Class,Direct credit service charges
1224,CPIQ.SE911501PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Direct credit service charges
1225,CPIQ.SE911501PPCA,2024.03,0.0,FINAL,Percentage points contribution annual,Class,Direct credit service charges
1226,CPIQ.SE911501PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Direct credit service charges
1227,CPIQ.SE9115IPCA,2024.03,0.0,FINAL,Index point contribution annual,Subgroup,Credit services
1228,CPIQ.SE9115IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Subgroup,Credit services
1229,CPIQ.SE9115PCCA,2024.03,0.0,FINAL,Percentage contribution annual,Subgroup,Credit services
1230,CPIQ.SE9115PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Subgroup,Credit services
1231,CPIQ.SE9115PPCA,2024.03,0.0,FINAL,Percentage points contribution annual,Subgroup,Credit services
1232,CPIQ.SE9115PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Subgroup,Credit services
1233,CPIQ.SE9116,2024.03,1282.0,FINAL,Main CPI,Subgroup,Other miscellaneous services
1234,CPIQ.SE911601,2024.03,1120.0,FINAL,Main CPI,Class,Vocational services
1235,CPIQ.SE911601IPCA,2024.03,0.05,FINAL,Index point contribution annual,Class,Vocational services
1236,CPIQ.SE911601IPCP,2024.03,0.0,FINAL,Index point contribution quarterly,Class,Vocational services
1237,CPIQ.SE911601PCCA,2024.03,0.1,FINAL,Percentage contribution annual,Class,Vocational services
1238,CPIQ.SE911601PCCP,2024.03,0.0,FINAL,Percentage contribution quarterly,Class,Vocational services
1239,CPIQ.SE911601PPCA,2024.03,0.004,FINAL,Percentage points contribution annual,Class,Vocational services
1240,CPIQ.SE911601PPCP,2024.03,0.0,FINAL,Percentage points contribution quarterly,Class,Vocational services
1241,CPIQ.SE911602,2024.03,1426.0,FINAL,Main CPI,Class,Professional services
1242,CPIQ.SE911602IPCA,2024.03,0.09,FINAL,Index point contribution annual,Class,Professional services
1243,CPIQ.SE911602IPCP,2024.03,0.02,FINAL,Index point contribution quarterly,Class,Professional services
1244,CPIQ.SE911602PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Professional services
1245,CPIQ.SE911602PCCP,2024.03,0.3,FINAL,Percentage contribution quarterly,Class,Professional services
1246,CPIQ.SE911602PPCA,2024.03,0.008,FINAL,Percentage points contribution annual,Class,Professional services
1247,CPIQ.SE911602PPCP,2024.03,0.002,FINAL,Percentage points contribution quarterly,Class,Professional services
1248,CPIQ.SE911603,2024.03,1332.0,FINAL,Main CPI,Class,Real estate services
1249,CPIQ.SE911603IPCA,2024.03,0.08,FINAL,Index point contribution annual,Class,Real estate services
1250,CPIQ.SE911603IPCP,2024.03,0.27,FINAL,Index point contribution quarterly,Class,Real estate services
1251,CPIQ.SE911603PCCA,2024.03,0.2,FINAL,Percentage contribution annual,Class,Real estate services
1252,CPIQ.SE911603PCCP,2024.03,3.4,FINAL,Percentage contribution quarterly,Class,Real estate services
1253,CPIQ.SE911603PPCA,2024.03,0.007,FINAL,Percentage points contribution annual,Class,Real estate services
1254,CPIQ.SE911603PPCP,2024.03,0.02,FINAL,Percentage points contribution quarterly,Class,Real estate services
1255,CPIQ.SE911604,2024.03,1177.0,FINAL,Main CPI,Class,Other miscellaneous services nec
1256,CPIQ.SE911604IPCA,2024.03,0.21,FINAL,Index point contribution annual,Class,Other miscellaneous services nec
1257,CPIQ.SE911604IPCP,2024.03,0.04,FINAL,Index point contribution quarterly,Class,Other miscellaneous services nec
1258,CPIQ.SE911604PCCA,2024.03,0.4,FINAL,Percentage contribution annual,Class,Other miscellaneous services nec
1259,CPIQ.SE911604PCCP,2024.03,0.4,FINAL,Percentage contribution quarterly,Class,Other miscellaneous services nec
1260,CPIQ.SE911604PPCA,2024.03,0.017,FINAL,Percentage points contribution annual,Class,Other miscellaneous services nec
1261,CPIQ.SE911604PPCP,2024.03,0.003,FINAL,Percentage points contribution quarterly,Class,Other miscellaneous services nec
1262,CPIQ.SE9116IPCA,2024.03,0.44,FINAL,Index point contribution annual,Subgroup,Other miscellaneous services
1263,CPIQ.SE9116IPCP,2024.03,0.33,FINAL,Index point contribution quarterly,Subgroup,Other miscellaneous services
1264,CPIQ.SE9116PCCA,2024.03,0.9,FINAL,Percentage contribution annual,Subgroup,Other miscellaneous services
1265,CPIQ.SE9116PCCP,2024.03,4.1,FINAL,Percentage contribution quarterly,Subgroup,Other miscellaneous services
1266,CPIQ.SE9116PPCA,2024.03,0.036,FINAL,Percentage points contribution annual,Subgroup,Other miscellaneous services
1267,CPIQ.SE9116PPCP,2024.03,0.025,FINAL,Percentage points contribution quarterly,Subgroup,Other miscellaneous services
1268,CPIQ.SE911IPCA,2024.03,5.84,FINAL,Index point contribution annual,Group,Miscellaneous goods and services
1269,CPIQ.SE911IPCP,2024.03,1.81,FINAL,Index point contribution quarterly,Group,Miscellaneous goods and services
1270,CPIQ.SE911PCCA,2024.03,11.9,FINAL,Percentage contribution annual,Group,Miscellaneous goods and services
1271,CPIQ.SE911PCCP,2024.03,22.8,FINAL,Percentage contribution quarterly,Group,Miscellaneous goods and services
1272,CPIQ.SE911PPCA,2024.03,0.475,FINAL,Percentage points contribution annual,Group,Miscellaneous goods and services
1273,CPIQ.SE911PPCP,2024.03,0.137,FINAL,Percentage points contribution quarterly,Group,Miscellaneous goods and services
1274,CPIQ.SE9A,2024.03,1267.0,FINAL,Main CPI,All Groups,All Groups
1275,CPIQ.SE9AAC,2024.03,4.0,FINAL,Annual percentage change,All groups,All groups
1276,CPIQ.SE9AIPCA,2024.03,49.17,FINAL,Index point contribution annual,All groups,All groups
1277,CPIQ.SE9AIPCP,2024.03,7.95,FINAL,Index point contribution quarterly,All groups,All groups
1278,CPIQ.SE9APC,2024.03,0.6,FINAL,Quarterly percentage change,All groups,All groups
1279,CPIQ.SE9APCCA,2024.03,100.0,FINAL,Percentage contribution annual,All groups,All groups
1280,CPIQ.SE9APCCP,2024.03,100.0,FINAL,Percentage contribution quarterly,All groups,All groups
1281,CPIQ.SE9APPCA,2024.03,4.036,FINAL,Percentage points contribution annual,All groups,All groups
1282,CPIQ.SE9APPCP,2024.03,0.632,FINAL,Percentage points contribution quarterly,All groups,All groups
1283,CPIQ.SE9DNDC,2024.03,-0.9,FINAL,Distribution of national item-level index movements,,Decrease in price percentage points contribution
1284,CPIQ.SE9DNDE,2024.03,22.7,FINAL,Distribution of national item-level index movements,,Decrease in price percentage of expenditure weight
1285,CPIQ.SE9DNDI,2024.03,-11.5,FINAL,Distribution of national item-level index movements,,Decrease in price Index points contribution
1286,CPIQ.SE9DNDN,2024.03,200.0,FINAL,Distribution of national item-level index movements,,Decrease in price number of items
1287,CPIQ.SE9DNDP,2024.03,30.8,FINAL,Distribution of national item-level index movements,,Decrease in price percentage of items
1288,CPIQ.SE9DNDW,2024.03,4.0,FINAL,Distribution of national item-level index movements,,Decrease in price weighted average price increase
1289,CPIQ.SE9DNIC,2024.03,1.5,FINAL,Distribution of national item-level index movements,,Increase in price percentage points contribution
1290,CPIQ.SE9DNIE,2024.03,68.8,FINAL,Distribution of national item-level index movements,,Increase in price percentage of expenditure weight
1291,CPIQ.SE9DNII,2024.03,19.4,FINAL,Distribution of national item-level index movements,,Increase in price Index points contribution
1292,CPIQ.SE9DNIN,2024.03,357.0,FINAL,Distribution of national item-level index movements,,Increase in price number of items
1293,CPIQ.SE9DNIP,2024.03,55.0,FINAL,Distribution of national item-level index movements,,Increase in price percentage of items
1294,CPIQ.SE9DNIW,2024.03,2.2,FINAL,Distribution of national item-level index movements,,Increase in price weighted average price increase
1295,CPIQ.SE9DNNE,2024.03,8.5,FINAL,Distribution of national item-level index movements,,No change in price percentage of expenditure weight
1296,CPIQ.SE9DNNN,2024.03,92.0,FINAL,Distribution of national item-level index movements,,No change in price number of items
1297,CPIQ.SE9DNNP,2024.03,14.2,FINAL,Distribution of national item-level index movements,,No change in price percentage of items
1298,CPIQ.SE9NS1010,2024.03,1703.0,FINAL,Non-standard series,,All groups less housing
1299,CPIQ.SE9NS1080,2024.03,1269.0,FINAL,Non-standard series,,All groups less credit services subgroup
1300,CPIQ.SE9NS1120,2024.03,1272.0,FINAL,Non-standard series,,All groups less central and local government charges(1)
1301,CPIQ.SE9NS1130,2024.03,1263.0,FINAL,Non-standard series,,All groups  goods component(1)
1302,CPIQ.SE9NS1140,2024.03,1272.0,FINAL,Non-standard series,,All groups  services component(1)
1303,CPIQ.SE9NS1150,2024.03,1266.0,FINAL,Non-standard series,,All groups plus interest
1304,CPIQ.SE9NS1160,2024.03,1267.0,FINAL,Non-standard series,,All groups CPI - seasonally unadjusted
1305,CPIQ.SE9NS1200,2024.03,1263.0,FINAL,Non-standard series,,All groups less food group
